#This is all the data needed to calculate the monthly seroprevalence as analysed in the main article. Each line corresponds to an individual Mastomys natalensis that was captured in the field in Morogoro (Tanzania). Although not used in this article, information about the individual sex, body weight, reproductive and recapture state is available upon reasonable request (email: herwig.leirs@uantwerpen.be). 

Date	Species	Antibody_status
27/09/2007	MN	neg
27/09/2007	MN	pos
27/09/2007	MN	neg_uncertain
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	NA
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	neg_uncertain
27/09/2007	MN	pos_uncertain
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	neg
27/09/2007	MN	neg_uncertain
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	neg_uncertain
27/09/2007	MN	NA
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg_uncertain
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	NA
27/09/2007	MN	neg
27/09/2007	MN	NA
27/09/2007	MN	neg
27/09/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	NA
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	pos_uncertain
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
23/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	pos_uncertain
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	pos
24/10/2007	MN	neg
24/10/2007	MN	pos
24/10/2007	MN	neg
24/10/2007	MN	neg
24/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	pos_uncertain
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	pos_uncertain
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	pos_uncertain
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
25/10/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	pos
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	pos
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	NA
20/11/2007	MN	neg
20/11/2007	MN	neg
20/11/2007	MN	pos
20/11/2007	MN	pos_uncertain
